titulo_id,pedido_id,cliente_id,razao_social,data_emissao,data_vencimento,data_pagamento,valor_titulo,valor_pago,status,dias_atraso,forma_pagamento
REC-65753,PED-111805,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-10-29,2025-11-26,,42.02,0,Vencido,35,Cartão
REC-65754,PED-111805,AUR-0071,Patrícia Santos Comércio Elétrico Ltda,2025-10-29,2025-11-26,,2055.36,0,Vencido,35,Boleto
REC-65755,PED-111806,AUR-0294,Ana Fernandes Materiais Elétricos Ltda,2025-10-29,2025-11-28,2025-12-02,3560.42,3560.42,Pago,4,PIX
REC-65756,PED-111806,AUR-0294,Ana Fernandes Materiais Elétricos Ltda,2025-10-29,2025-11-28,2025-12-03,125.26,125.26,Pago,5,PIX
REC-65757,PED-111807,AUR-0289,Vanessa Almeida Comércio Elétrico Ltda,2025-10-29,2025-12-13,2025-12-17,1209.14,1209.14,Pago,4,Boleto
REC-65758,PED-111808,AUR-0282,Fernando Oliveira Comércio Elétrico Ltda,2025-10-29,2025-11-26,2025-11-27,881.46,881.46,Pago,1,Cartão
REC-65759,PED-111809,AUR-0269,Juliana Costa Instaladora Ltda,2025-10-29,2025-11-26,2025-12-12,1885.67,1885.67,Pago,16,Boleto
REC-65760,PED-111810,AUR-0083,Eduardo Fernandes Construções Ltda,2025-10-29,2025-11-13,2025-11-16,1637.23,1637.23,Pago,3,Cartão
REC-65761,PED-111810,AUR-0083,Eduardo Fernandes Construções Ltda,2025-10-29,2025-11-28,,1768.72,884.36,Renegociado,0,Boleto
REC-65762,PED-111811,AUR-0131,Ana Almeida Instaladora Ltda,2025-10-29,2025-11-28,2025-12-17,523.42,523.42,Pago,19,Boleto
REC-65763,PED-111812,AUR-0084,Vanessa Pereira Construções Ltda,2025-10-29,2025-11-26,2025-11-28,29.47,29.47,Pago,2,PIX
REC-65764,PED-111812,AUR-0084,Vanessa Pereira Construções Ltda,2025-10-29,2025-11-26,,1261.93,0,Vencido,35,Cartão
REC-65765,PED-111812,AUR-0084,Vanessa Pereira Construções Ltda,2025-10-29,2025-10-29,,840.01,420.005,Renegociado,0,Cartão
REC-65766,PED-111813,AUR-0219,Roberto Silva Materiais Elétricos Ltda,2025-10-29,2025-10-29,2025-10-29,1397.55,1397.55,Pago,0,Cartão
REC-65767,PED-111813,AUR-0219,Roberto Silva Materiais Elétricos Ltda,2025-10-29,2025-11-13,2025-11-13,499.67,499.67,Pago,0,Cartão
REC-65768,PED-111814,AUR-0227,Ricardo Fernandes Construções Ltda,2025-10-29,2025-11-13,2025-11-28,5080.35,5080.35,Pago,15,Boleto
REC-65769,PED-111815,AUR-0124,Roberto Oliveira Comércio Elétrico Ltda,2025-10-29,2025-11-13,2025-11-16,345.8,345.8,Pago,3,Cartão
REC-65770,PED-111815,AUR-0124,Roberto Oliveira Comércio Elétrico Ltda,2025-10-29,2025-11-28,2025-12-28,259.01,259.01,Pago,30,Boleto
REC-65771,PED-111815,AUR-0124,Roberto Oliveira Comércio Elétrico Ltda,2025-10-29,2025-11-28,2025-12-02,1061.04,1061.04,Pago,4,Cartão
REC-65772,PED-111815,AUR-0124,Roberto Oliveira Comércio Elétrico Ltda,2025-10-29,2025-11-26,,398.72,0,Vencido,35,Boleto
REC-65773,PED-111816,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-10-29,2025-11-28,,1258.46,0,Vencido,33,PIX
REC-65774,PED-111816,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-10-29,2025-11-28,2025-11-26,349.06,349.06,Pago,0,PIX
REC-65775,PED-111816,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-10-29,2025-11-26,2025-11-25,522.47,522.47,Pago,0,Cartão
REC-65776,PED-111817,AUR-0200,Ana Rodrigues Comércio Elétrico Ltda,2025-10-29,2025-11-26,2025-11-26,648.24,648.24,Pago,0,PIX
REC-65777,PED-111817,AUR-0200,Ana Rodrigues Comércio Elétrico Ltda,2025-10-29,2025-11-13,2025-11-15,528.48,528.48,Pago,2,Cartão
REC-65778,PED-111818,AUR-0345,Patrícia Almeida Materiais Elétricos Ltda,2025-10-29,2025-11-26,2025-11-25,48.2,48.2,Pago,0,Cartão
REC-65779,PED-111819,AUR-0198,Marcos Silva Materiais Elétricos Ltda,2025-10-29,2025-11-13,2025-11-11,1202.25,1202.25,Pago,0,Boleto
REC-65780,PED-111820,AUR-0380,Eduardo Fernandes Construções Ltda,2025-10-29,2025-11-28,2025-11-26,602.53,602.53,Pago,0,PIX
REC-65781,PED-111821,AUR-0001,Vipar Engenharia Ltda,2025-10-29,2025-12-28,2025-12-27,10927.31,10927.31,Pago,0,Boleto
REC-65782,PED-111821,AUR-0001,Vipar Engenharia Ltda,2025-10-29,2025-12-28,2025-12-27,3462.36,3462.36,Pago,0,Boleto
REC-65783,PED-111821,AUR-0001,Vipar Engenharia Ltda,2025-10-29,2025-12-28,2025-12-28,24821.65,24821.65,Pago,0,Boleto
REC-65784,PED-111821,AUR-0001,Vipar Engenharia Ltda,2025-10-29,2025-12-13,,16699.26,0,Vencido,18,Boleto
REC-65785,PED-111822,AUR-0154,Camila Silva Materiais Elétricos Ltda,2025-10-29,2025-11-26,2025-11-24,214.98,214.98,Pago,0,Cartão
REC-65786,PED-111822,AUR-0154,Camila Silva Materiais Elétricos Ltda,2025-10-29,2025-11-13,2025-11-18,615.18,615.18,Pago,5,Boleto
REC-65787,PED-111822,AUR-0154,Camila Silva Materiais Elétricos Ltda,2025-10-29,2025-11-13,2025-11-13,361.8,361.8,Pago,0,Cartão
REC-65788,PED-111822,AUR-0154,Camila Silva Materiais Elétricos Ltda,2025-10-29,2025-11-13,2025-11-17,618.26,618.26,Pago,4,Boleto
REC-65789,PED-111822,AUR-0154,Camila Silva Materiais Elétricos Ltda,2025-10-29,2025-11-26,2025-11-27,481.57,481.57,Pago,1,Cartão
REC-65790,PED-111823,AUR-0212,Juliana Pereira Instaladora Ltda,2025-10-29,2025-11-26,2025-11-24,86.66,86.66,Pago,0,Cartão
REC-65791,PED-111823,AUR-0212,Juliana Pereira Instaladora Ltda,2025-10-29,2025-11-28,,809.36,404.68,Renegociado,0,Boleto
REC-65792,PED-111823,AUR-0212,Juliana Pereira Instaladora Ltda,2025-10-29,2025-11-28,2025-11-29,747.04,747.04,Pago,1,PIX
REC-65793,PED-111824,AUR-0030,GoodTech Automação Ltda,2025-10-29,2025-11-13,2025-11-17,1151.52,1151.52,Pago,4,Cartão
REC-65794,PED-111824,AUR-0030,GoodTech Automação Ltda,2025-10-29,2025-11-26,,436.12,0,Vencido,35,Cartão
REC-65795,PED-111824,AUR-0030,GoodTech Automação Ltda,2025-10-29,2025-11-28,2025-11-29,118.97,118.97,Pago,1,Cartão
REC-65796,PED-111824,AUR-0030,GoodTech Automação Ltda,2025-10-29,2025-11-26,,441.86,0,Vencido,35,Boleto
REC-65797,PED-111824,AUR-0030,GoodTech Automação Ltda,2025-10-29,2025-11-26,2025-11-25,303.55,303.55,Pago,0,PIX
REC-65798,PED-111825,AUR-0227,Ricardo Fernandes Construções Ltda,2025-10-29,2025-11-26,2025-12-04,18.77,18.77,Pago,8,Cartão
REC-65799,PED-111826,AUR-0113,Roberto Santos Construções Ltda,2025-10-29,2025-11-13,2025-11-12,1821.0,1821.0,Pago,0,Boleto
REC-65800,PED-111826,AUR-0113,Roberto Santos Construções Ltda,2025-10-29,2025-11-26,2025-11-30,750.68,750.68,Pago,4,Cartão
REC-65801,PED-111826,AUR-0113,Roberto Santos Construções Ltda,2025-10-29,2025-11-13,2025-11-13,195.93,195.93,Pago,0,Cartão
REC-65802,PED-111826,AUR-0113,Roberto Santos Construções Ltda,2025-10-29,2025-11-13,2025-11-12,830.86,830.86,Pago,0,PIX
REC-65803,PED-111827,AUR-0006,Elétrica Marília ME,2025-10-30,2025-11-14,2025-11-16,37.04,37.04,Pago,2,Cartão
REC-65804,PED-111827,AUR-0006,Elétrica Marília ME,2025-10-30,2025-11-29,2025-11-30,1132.15,1132.15,Pago,1,Boleto
REC-65805,PED-111827,AUR-0006,Elétrica Marília ME,2025-10-30,2025-11-14,2025-11-15,3833.22,3833.22,Pago,1,Boleto
REC-65806,PED-111827,AUR-0006,Elétrica Marília ME,2025-10-30,2025-11-14,2025-11-17,72.63,72.63,Pago,3,PIX
REC-65807,PED-111828,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,2025-10-30,2025-10-30,2025-11-23,733.16,733.16,Pago,24,Boleto
REC-65808,PED-111828,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,2025-10-30,2025-11-14,2025-11-19,1112.42,1112.42,Pago,5,Cartão
REC-65809,PED-111829,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-10-30,2025-11-27,2025-12-01,650.92,650.92,Pago,4,Cartão
REC-65810,PED-111829,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-10-30,2025-11-29,2025-12-22,859.22,859.22,Pago,23,PIX
REC-65811,PED-111829,AUR-0064,Patrícia Fernandes Engenharia Ltda,2025-10-30,2025-11-14,2025-11-19,2851.12,2851.12,Pago,5,Boleto
REC-65812,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-14,2025-11-15,531.01,531.01,Pago,1,Boleto
REC-65813,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-27,2025-11-25,1665.36,1665.36,Pago,0,PIX
REC-65814,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-14,2025-11-14,5468.97,5468.97,Pago,0,PIX
REC-65815,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-14,,1807.04,903.52,Renegociado,0,Boleto
REC-65816,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-14,2025-11-14,1220.2,1220.2,Pago,0,PIX
REC-65817,PED-111830,AUR-0220,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-29,2025-12-10,580.28,580.28,Pago,11,Cartão
REC-65818,PED-111831,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,2025-10-30,2025-11-27,2025-12-02,1961.47,1961.47,Pago,5,Cartão
REC-65819,PED-111831,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,2025-10-30,2025-11-14,,1122.44,561.22,Renegociado,0,Cartão
REC-65820,PED-111832,AUR-0312,Eduardo Oliveira Materiais Elétricos Ltda,2025-10-30,2025-11-29,2025-11-29,1772.23,1772.23,Pago,0,Cartão
REC-65821,PED-111832,AUR-0312,Eduardo Oliveira Materiais Elétricos Ltda,2025-10-30,2025-11-29,,2836.14,1418.07,Renegociado,0,PIX
REC-65822,PED-111833,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-14,2025-11-18,3922.72,3922.72,Pago,4,Cartão
REC-65823,PED-111833,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-29,,1424.39,0,Vencido,32,PIX
REC-65824,PED-111833,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-14,2025-11-13,290.9,290.9,Pago,0,PIX
REC-65825,PED-111833,AUR-0271,Ricardo Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-29,,612.7,0,Vencido,32,PIX
REC-65826,PED-111834,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-14,,1399.35,0,Vencido,17,Boleto
REC-65827,PED-111834,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2026-01-13,2025-12-31,16946.52,16946.52,Pago,0,Boleto
REC-65828,PED-111834,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-14,2025-12-16,10775.47,10775.47,Pago,2,Boleto
REC-65829,PED-111835,AUR-0003,Construbase S/A,2025-10-30,2025-11-29,,3389.91,0,Vencido,32,PIX
REC-65830,PED-111835,AUR-0003,Construbase S/A,2025-10-30,2025-12-14,,120.58,0,Vencido,17,PIX
REC-65831,PED-111835,AUR-0003,Construbase S/A,2025-10-30,2025-11-29,,1615.89,0,Vencido,32,Boleto
REC-65832,PED-111835,AUR-0003,Construbase S/A,2025-10-30,2025-11-29,,620.7,0,Vencido,32,PIX
REC-65833,PED-111835,AUR-0003,Construbase S/A,2025-10-30,2025-11-29,2025-11-27,659.66,659.66,Pago,0,Boleto
REC-65834,PED-111836,AUR-0111,Eduardo Silva Instaladora Ltda,2025-10-30,2025-11-29,2025-11-30,405.69,405.69,Pago,1,Cartão
REC-65835,PED-111837,AUR-0125,Patrícia Almeida Construções Ltda,2025-10-30,2025-12-29,,2606.79,0,Vencido,2,PIX
REC-65836,PED-111838,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-27,2025-11-26,220.12,220.12,Pago,0,Cartão
REC-65837,PED-111838,AUR-0156,Ana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-29,,337.5,168.75,Renegociado,0,PIX
REC-65838,PED-111839,AUR-0007,Fernando Santos Comércio Elétrico Ltda,2025-10-30,2025-11-27,,934.49,467.245,Renegociado,0,PIX
REC-65839,PED-111839,AUR-0007,Fernando Santos Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-12-30,1018.5,1018.5,Pago,31,Cartão
REC-65840,PED-111840,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-29,2025-12-31,1507.49,1507.49,Pago,2,Boleto
REC-65841,PED-111840,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2026-01-13,,51736.86,0,A Vencer,0,Boleto
REC-65842,PED-111840,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-29,2025-12-31,15853.17,15853.17,Pago,2,Boleto
REC-65843,PED-111841,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-12-09,786.41,786.41,Pago,10,Boleto
REC-65844,PED-111841,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-10-30,2025-12-29,2025-12-28,611.4,611.4,Pago,0,PIX
REC-65845,PED-111841,AUR-0367,Ana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-12-01,189.73,189.73,Pago,2,Boleto
REC-65846,PED-111842,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-10-30,2025-11-29,2025-11-28,322.79,322.79,Pago,0,Boleto
REC-65847,PED-111842,AUR-0359,Ana Rodrigues Engenharia Ltda,2025-10-30,2025-11-14,2025-11-18,1427.38,1427.38,Pago,4,PIX
REC-65848,PED-111843,AUR-0185,Roberto Almeida Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-12-02,636.04,636.04,Pago,3,Cartão
REC-65849,PED-111844,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-10-30,2025-11-27,2025-12-16,265.94,265.94,Pago,19,PIX
REC-65850,PED-111844,AUR-0149,Vanessa Almeida Materiais Elétricos Ltda,2025-10-30,2025-10-30,,1863.29,931.645,Renegociado,0,Cartão
REC-65851,PED-111845,AUR-0310,Patrícia Silva Engenharia Ltda,2025-10-30,2025-11-14,2025-12-05,408.68,408.68,Pago,21,Cartão
REC-65852,PED-111846,AUR-0010,Instaladora Foco Ltda,2025-10-30,2025-11-29,2025-11-27,276.98,276.98,Pago,0,Cartão
REC-65853,PED-111846,AUR-0010,Instaladora Foco Ltda,2025-10-30,2025-11-29,,192.8,0,Vencido,32,PIX
REC-65854,PED-111846,AUR-0010,Instaladora Foco Ltda,2025-10-30,2025-10-30,2025-10-29,519.24,519.24,Pago,0,Boleto
REC-65855,PED-111847,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-10-30,2025-11-27,2025-12-01,1518.63,1518.63,Pago,4,Cartão
REC-65856,PED-111847,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-10-30,2025-11-14,,134.61,0,Vencido,47,Boleto
REC-65857,PED-111847,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-10-30,2025-11-14,,512.72,0,Vencido,47,Cartão
REC-65858,PED-111847,AUR-0334,Patrícia Costa Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-11-30,838.03,838.03,Pago,1,Boleto
REC-65859,PED-111848,AUR-0029,Ricardo Santos Construções Ltda,2025-10-30,2025-12-29,2025-12-31,264.12,264.12,Pago,2,PIX
REC-65860,PED-111848,AUR-0029,Ricardo Santos Construções Ltda,2025-10-30,2025-12-14,,861.23,430.615,Renegociado,0,Boleto
REC-65861,PED-111848,AUR-0029,Ricardo Santos Construções Ltda,2025-10-30,2025-12-29,,1267.64,0,Vencido,2,PIX
REC-65862,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-10-30,2025-11-03,53.84,53.84,Pago,4,PIX
REC-65863,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-10-30,2025-11-17,940.1,940.1,Pago,18,Boleto
REC-65864,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-10-30,2025-11-02,1183.14,1183.14,Pago,3,PIX
REC-65865,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-11-27,,121.23,0,Vencido,34,Boleto
REC-65866,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-11-14,,390.0,0,Vencido,47,PIX
REC-65867,PED-111849,AUR-0034,Ana Santos Engenharia Ltda,2025-10-30,2025-11-29,2025-11-30,187.02,187.02,Pago,1,Cartão
REC-65868,PED-111850,AUR-0060,Eduardo Fernandes Engenharia Ltda,2025-10-30,2025-10-30,,36.85,0,Vencido,62,PIX
REC-65869,PED-111850,AUR-0060,Eduardo Fernandes Engenharia Ltda,2025-10-30,2025-11-14,2025-11-17,918.0,918.0,Pago,3,Boleto
REC-65870,PED-111851,AUR-0268,Fernando Almeida Construções Ltda,2025-10-30,2025-11-27,2025-12-01,4580.54,4580.54,Pago,4,Cartão
REC-65871,PED-111851,AUR-0268,Fernando Almeida Construções Ltda,2025-10-30,2025-11-14,2025-11-15,2146.42,2146.42,Pago,1,Cartão
REC-65872,PED-111851,AUR-0268,Fernando Almeida Construções Ltda,2025-10-30,2025-11-27,,129.41,0,Vencido,34,Cartão
REC-65873,PED-111851,AUR-0268,Fernando Almeida Construções Ltda,2025-10-30,2025-11-27,2025-12-02,78.11,78.11,Pago,5,Boleto
REC-65874,PED-111852,AUR-0213,Vanessa Costa Engenharia Ltda,2025-10-30,2025-11-14,,882.11,0,Vencido,47,PIX
REC-65875,PED-111852,AUR-0213,Vanessa Costa Engenharia Ltda,2025-10-30,2025-11-29,,378.82,0,Vencido,32,PIX
REC-65876,PED-111852,AUR-0213,Vanessa Costa Engenharia Ltda,2025-10-30,2025-11-29,2025-11-27,435.32,435.32,Pago,0,PIX
REC-65877,PED-111852,AUR-0213,Vanessa Costa Engenharia Ltda,2025-10-30,2025-11-27,2025-11-27,83.45,83.45,Pago,0,Boleto
REC-65878,PED-111853,AUR-0360,Ana Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-10-30,,483.19,0,Vencido,62,Cartão
REC-65879,PED-111853,AUR-0360,Ana Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-14,,1784.71,892.355,Renegociado,0,Boleto
REC-65880,PED-111854,AUR-0360,Ana Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-27,2025-11-30,728.4,728.4,Pago,3,PIX
REC-65881,PED-111855,AUR-0258,Juliana Fernandes Engenharia Ltda,2025-10-30,2025-11-27,,2886.53,1443.265,Renegociado,0,Boleto
REC-65882,PED-111856,AUR-0143,Ricardo Almeida Construções Ltda,2025-10-30,2025-11-14,2025-11-16,351.13,351.13,Pago,2,Cartão
REC-65883,PED-111857,AUR-0101,Camila Rodrigues Instaladora Ltda,2025-10-30,2025-11-29,,128.76,64.38,Renegociado,0,PIX
REC-65884,PED-111857,AUR-0101,Camila Rodrigues Instaladora Ltda,2025-10-30,2025-11-27,2025-12-02,37.46,37.46,Pago,5,Boleto
REC-65885,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2026-01-28,,7331.79,3665.895,Renegociado,0,Boleto
REC-65886,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-14,2025-12-14,4444.45,4444.45,Pago,0,Boleto
REC-65887,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-14,,4207.02,0,Vencido,17,Boleto
REC-65888,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-29,,6094.44,3047.22,Renegociado,0,Boleto
REC-65889,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2025-12-29,2025-12-29,8989.87,8989.87,Pago,0,Boleto
REC-65890,PED-111858,AUR-0001,Vipar Engenharia Ltda,2025-10-30,2026-01-28,,4403.36,2201.68,Renegociado,0,Boleto
REC-65891,PED-111859,AUR-0192,Vanessa Pereira Engenharia Ltda,2025-10-30,2025-12-29,,762.75,0,Vencido,2,PIX
REC-65892,PED-111859,AUR-0192,Vanessa Pereira Engenharia Ltda,2025-10-30,2025-12-29,2025-12-30,726.11,726.11,Pago,1,Boleto
REC-65893,PED-111860,AUR-0130,Ricardo Costa Instaladora Ltda,2025-10-30,2025-12-14,2025-12-15,1425.3,1425.3,Pago,1,PIX
REC-65894,PED-111860,AUR-0130,Ricardo Costa Instaladora Ltda,2025-10-30,2025-12-14,2025-12-14,2996.83,2996.83,Pago,0,Boleto
REC-65895,PED-111860,AUR-0130,Ricardo Costa Instaladora Ltda,2025-10-30,2025-12-14,2025-12-13,421.58,421.58,Pago,0,PIX
REC-65896,PED-111861,AUR-0235,Eduardo Costa Comércio Elétrico Ltda,2025-10-30,2025-10-30,,1072.6,0,Vencido,62,Cartão
REC-65897,PED-111861,AUR-0235,Eduardo Costa Comércio Elétrico Ltda,2025-10-30,2025-11-14,,1410.25,0,Vencido,47,Cartão
REC-65898,PED-111861,AUR-0235,Eduardo Costa Comércio Elétrico Ltda,2025-10-30,2025-11-27,,589.91,0,Vencido,34,PIX
REC-65899,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-14,2025-11-17,5914.11,5914.11,Pago,3,Boleto
REC-65900,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-27,2025-12-04,1621.1,1621.1,Pago,7,Boleto
REC-65901,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-10-30,2025-11-29,350.67,350.67,Pago,30,PIX
REC-65902,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-29,2025-11-29,801.92,801.92,Pago,0,Boleto
REC-65903,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-10-30,2025-11-01,119.17,119.17,Pago,2,Boleto
REC-65904,PED-111862,AUR-0109,Juliana Pereira Comércio Elétrico Ltda,2025-10-30,2025-11-27,2025-12-02,42.37,42.37,Pago,5,Boleto
REC-65905,PED-111863,AUR-0211,Vanessa Rodrigues Instaladora Ltda,2025-10-30,2025-11-29,,146.18,0,Vencido,32,Cartão
REC-65906,PED-111863,AUR-0211,Vanessa Rodrigues Instaladora Ltda,2025-10-30,2025-11-14,2025-11-13,2843.35,2843.35,Pago,0,Boleto
REC-65907,PED-111864,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-10-30,2025-11-30,871.87,871.87,Pago,31,PIX
REC-65908,PED-111864,AUR-0232,Juliana Rodrigues Comércio Elétrico Ltda,2025-10-30,2025-11-29,,224.63,0,Vencido,32,Boleto
REC-65909,PED-111865,AUR-0328,Eduardo Pereira Engenharia Ltda,2025-10-30,2025-10-30,2025-11-11,2049.79,2049.79,Pago,12,Cartão
REC-65910,PED-111865,AUR-0328,Eduardo Pereira Engenharia Ltda,2025-10-30,2025-11-29,2025-12-25,1016.5,1016.5,Pago,26,Boleto
REC-65911,PED-111865,AUR-0328,Eduardo Pereira Engenharia Ltda,2025-10-30,2025-10-30,,529.64,0,Vencido,62,Cartão
REC-65912,PED-111866,AUR-0012,Brilho Materiais Elétricos EIRELI,2025-10-30,2025-10-30,2025-10-30,1368.22,1368.22,Pago,0,PIX
REC-65913,PED-111866,AUR-0012,Brilho Materiais Elétricos EIRELI,2025-10-30,2025-10-30,2025-10-29,648.52,648.52,Pago,0,PIX
REC-65914,PED-111866,AUR-0012,Brilho Materiais Elétricos EIRELI,2025-10-30,2025-10-30,,1082.0,541.0,Renegociado,0,PIX
REC-65915,PED-111867,AUR-0305,Ana Costa Instaladora Ltda,2025-10-31,2025-12-15,2025-12-14,1389.07,1389.07,Pago,0,Boleto
REC-65916,PED-111867,AUR-0305,Ana Costa Instaladora Ltda,2025-10-31,2025-12-30,2025-12-31,645.1,645.1,Pago,1,Boleto
REC-65917,PED-111867,AUR-0305,Ana Costa Instaladora Ltda,2025-10-31,2025-12-15,,2741.42,0,Vencido,16,Boleto
REC-65918,PED-111867,AUR-0305,Ana Costa Instaladora Ltda,2025-10-31,2025-12-30,2025-12-31,816.66,816.66,Pago,1,PIX
REC-65919,PED-111868,AUR-0184,Camila Almeida Construções Ltda,2025-10-31,2025-11-28,2025-11-29,371.27,371.27,Pago,1,Cartão
REC-65920,PED-111868,AUR-0184,Camila Almeida Construções Ltda,2025-10-31,2025-11-28,2025-12-03,342.75,342.75,Pago,5,Boleto
REC-65921,PED-111869,AUR-0378,Roberto Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-30,,4476.3,0,Vencido,31,Boleto
REC-65922,PED-111869,AUR-0378,Roberto Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-15,2025-11-15,188.63,188.63,Pago,0,Cartão
REC-65923,PED-111869,AUR-0378,Roberto Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-30,,132.57,66.285,Renegociado,0,Boleto
REC-65924,PED-111869,AUR-0378,Roberto Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-28,2025-11-27,175.58,175.58,Pago,0,Boleto
REC-65925,PED-111870,AUR-0043,Ricardo Rodrigues Comércio Elétrico Ltda,2025-10-31,2025-11-15,2025-11-15,831.16,831.16,Pago,0,PIX
REC-65926,PED-111871,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-15,2025-12-29,3051.19,3051.19,Pago,44,PIX
REC-65927,PED-111871,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,2025-10-31,2025-10-31,2025-12-10,742.24,742.24,Pago,40,PIX
REC-65928,PED-111871,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,2025-10-31,2025-11-30,2025-12-04,1310.49,1310.49,Pago,4,Boleto
REC-65929,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-30,,1688.26,844.13,Renegociado,0,Boleto
REC-65930,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-30,2025-12-08,1619.63,1619.63,Pago,8,PIX
REC-65931,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-15,2025-11-28,88.65,88.65,Pago,13,Boleto
REC-65932,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-30,,5343.24,2671.62,Renegociado,0,Cartão
REC-65933,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-28,2025-11-30,350.69,350.69,Pago,2,Boleto
REC-65934,PED-111872,AUR-0010,Instaladora Foco Ltda,2025-10-31,2025-11-15,2025-11-30,125.14,125.14,Pago,15,Boleto
REC-65935,PED-111873,AUR-0217,Marcos Pereira Comércio Elétrico Ltda,2025-10-31,2025-11-30,2025-12-01,167.73,167.73,Pago,1,Boleto
